title,authors,cover,summary,language,genres,editor,publicationYear,pagesNumber,amazonLink,kindleLink,audibleLink,fnacLink,ISBN,rating
"War of the Twins (Dragonlance: Legends, #2)","['Margaret Weis', 'Tracy Hickman']",https://images.gr-assets.com/books/1390667903m/93768.jpg,,eng,,,1986,,,,,,786932171,4.11
"Cross Fire (Alex Cross, #17)",['James Patterson'],https://images.gr-assets.com/books/1287719974m/7856305.jpg,,eng,,,2010,,,,,,031603617X,4.04
Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,['Ross King'],https://images.gr-assets.com/books/1309288056m/148821.jpg,,en-US,,,2000,,,,,,142000159,3.84
Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,['Shakti Gawain'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1978,,,,,,1577312295,4.13
"Metro Girl (Alex Barnaby, #1)",['Janet Evanovich'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2004,,,,,,60584025,3.6
"Never Never: Part Three (Never Never, #3)","['Colleen Hoover', 'Tarryn Fisher']",https://images.gr-assets.com/books/1443033152m/25454883.jpg,,en-GB,,,2016,,,,,,,3.48
"Second Grave on the Left (Charley Davidson, #2)",['Darynda Jones'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2011,,,,,,312360819,4.29
Katherine,"['Anya Seton', 'Philippa Gregory']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1954,,,,,,155652532X,4.18
A Short History of Tractors in Ukrainian,['Marina Lewycka'],https://images.gr-assets.com/books/1327935785m/828387.jpg,,en-US,,,2005,,,,,,141020520,3.37
Where They Found Her,['Kimberly McCreight'],https://images.gr-assets.com/books/1406044898m/22693182.jpg,,eng,,,2015,,,,,,62225464,3.83
"Industrial Magic (Women of the Otherworld, #4)",['Kelley Armstrong'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2004,,,,,,553590162,4.12
"Le Petit Nicolas (Le petit Nicolas, #1)","['René Goscinny', 'Jean-Jacques Sempé']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,fre,,,1959,,,,,,2070364232,4.13
"The Atlantis Plague (The Origin Mystery, #2)",['A.G. Riddle'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2013,,,,,,,3.88
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,"['Harold G. Moore', 'Joseph L. Galloway']",https://images.gr-assets.com/books/1328912889m/42512.jpg,,eng,,,1991,,,,,,034547581X,4.29
Whiteout,['Ken Follett'],https://images.gr-assets.com/books/1309209422m/92367.jpg,,en-US,,,2004,,,,,,451215710,3.54
A Distant Mirror:  The Calamitous 14th Century,['Barbara W. Tuchman'],https://images.gr-assets.com/books/1403200553m/568236.jpg,,eng,,,1978,,,,,,345349571,4.11
Heat,['Mike Lupica'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006,,,,,,142407577,3.97
The Game: Penetrating the Secret Society of Pickup Artists,['Neil Strauss'],https://images.gr-assets.com/books/1410129471m/900.jpg,,en-US,,,2005,,,,,,60554738,3.73
"N is for Noose (Kinsey Millhone, #14)",['Sue Grafton'],https://images.gr-assets.com/books/1356443226m/64864.jpg,,eng,,,1998,,,,,,330348779,3.97
Just Like Heaven (Smythe-Smith Quartet #1),['Julia Quinn'],https://images.gr-assets.com/books/1327270567m/8476248.jpg,,en-GB,,,2011,,,,,,749941995,3.93
"Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)","['Rick Riordan', 'Tk']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2009,,,,,,1423119509,4.57
"Catch Me (Detective D.D. Warren, #6)",['Lisa Gardner'],https://images.gr-assets.com/books/1325628802m/11720382.jpg,,eng,,,2012,,,,,,525952764,4.17
"The Shop on Blossom Street (Blossom Street, #1)",['Debbie Macomber'],https://images.gr-assets.com/books/1459531418m/233044.jpg,,eng,,,2003,,,,,,778321606,4.04
"Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)",['R.A. Salvatore'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,1992,,,,,,1560768800,4.12
"Night Fall (John Corey, #3)",['Nelson DeMille'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2004,,,,,,446616621,4.07
"Trials of Death (Cirque Du Freak, #5)",['Darren Shan'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2001,,,,,,316000957,4.25
"The Bourne Objective (Jason Bourne, #8)","['Eric Van Lustbader', 'Robert Ludlum']",https://images.gr-assets.com/books/1344269869m/7144426.jpg,,eng,,,2010,,,,,,446539813,4.07
"The Score (Off-Campus, #3)",['Elle Kennedy'],https://images.gr-assets.com/books/1493326480m/27252717.jpg,,eng,,,2016,,,,,,,4.27
"Even Now (Lost Love, #1)",['Karen Kingsbury'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2005,,,,,,310247535,4.26
Testimony,['Anita Shreve'],https://images.gr-assets.com/books/1328975356m/3121162.jpg,,en-US,,,2008,,,,,,316059862,3.54
"Magic Rises (Kate Daniels, #6)",['Ilona Andrews'],https://images.gr-assets.com/books/1359571572m/11544421.jpg,,eng,,,2013,,,,,,1937007588,4.49
"Whispers Under Ground (Peter Grant, #3)",['Ben Aaronovitch'],https://images.gr-assets.com/books/1341006340m/9970042.jpg,,eng,,,2012,,,,,,345524616,4.16
"Unlucky 13 (Women’s Murder Club, #13)","['James Patterson', 'Maxine Paetro']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2014,,,,,,031621129X,3.94
The Best Laid Plans,['Sidney Sheldon'],https://images.gr-assets.com/books/1353374848m/99610.jpg,,eng,,,1997,,,,,,446604089,3.66
Nation,['Terry Pratchett'],https://images.gr-assets.com/books/1426659151m/2855034.jpg,,en-US,,,2008,,,,,,61433012,4.05
"Secrets of a Summer Night (Wallflowers, #1)",['Lisa Kleypas'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2004,,,,,,61259349,4.05
"Red: The Heroic Rescue (The Circle, #2)",['Ted Dekker'],https://images.gr-assets.com/books/1380858319m/456028.jpg,,eng,,,2004,,,,,,1595540342,4.3
"A Trick of the Light (Chief Inspector Armand Gamache, #7)",['Louise Penny'],https://images.gr-assets.com/books/1327900478m/10680329.jpg,,eng,,,2011,,,,,,312655452,4.29
"White Hot Kiss (The Dark Elements, #1)",['Jennifer L. Armentrout'],https://images.gr-assets.com/books/1377784515m/17455585.jpg,,eng,,,2014,,,,,,,4.28
Pandora Hearts 1巻,"['Jun Mochizuki', '望月淳']",https://images.gr-assets.com/books/1187333570m/1717890.jpg,,jpn,,,2006,,,,,,4757518080,4.2
At the Mountains of Madness and Other Tales of Terror,['H.P. Lovecraft'],https://images.gr-assets.com/books/1226634493m/32769.jpg,,en-US,,,1931,,,,,,345329457,4.25
Lit,['Mary Karr'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008,,,,,,60596988,3.88
"Dragonsdawn (Pern, #9)",['Anne McCaffrey'],https://images.gr-assets.com/books/1304015693m/465904.jpg,,,,,1988,,,,,,893662135,4.17
Mockingbird,['Kathryn Erskine'],https://images.gr-assets.com/books/1301271068m/6596547.jpg,,eng,,,2010,,,,,,399252649,4.18
28 حرف,['أحمد حلمي'],https://images.gr-assets.com/books/1333608288m/13489517.jpg,,ara,,,2012,,,,,,,3.1
I Kissed Dating Goodbye,['Joshua Harris'],https://images.gr-assets.com/books/1320506446m/107195.jpg,,,,,1996,,,,,,1590521358,3.61
"The Egypt Game (Game, #1)",['Zilpha Keatley Snyder'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1967,,,,,,808553038,3.81
Ellen Foster,['Kaye Gibbons'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1987,,,,,,375703055,3.75
The Complete Stories,"['Franz Kafka', 'Nahum N. Glatzer', 'John Updike', 'Willa Muir', 'Edwin Muir', 'Tania Stern', 'James Stern', 'Ernst Kaiser', 'Eithne Wilkins']",https://images.gr-assets.com/books/1223588017m/22904.jpg,,eng,,,1946,,,,,,805210555,4.34
Veganomicon: The Ultimate Vegan Cookbook,"['Isa Chandra Moskowitz', 'Terry Hope Romero']",https://images.gr-assets.com/books/1328751476m/1059680.jpg,,,,,2007,,,,,,156924264X,3.98
"Test of the Twins (Dragonlance: Legends, #3)","['Margaret Weis', 'Tracy Hickman']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1986,,,,,,786933887,4.16
Wise Blood,"[""Flannery O'Connor""]",https://images.gr-assets.com/books/1389629799m/48467.jpg,,en-US,,,1952,,,,,,374530637,3.88
Kürk Mantolu Madonna,['Sabahattin Ali'],https://images.gr-assets.com/books/1362477552m/220826.jpg,,tur,,,1943,,,,,,9753638027,4.49
"Running with the Demon (Word & Void, #1)",['Terry Brooks'],https://images.gr-assets.com/books/1451687782m/187124.jpg,,eng,,,1997,,,,,,345379624,3.95
In His Steps,['Charles M. Sheldon'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1896,,,,,,1557488150,4.15
Lothaire (Immortals After Dark #12),['Kresley Cole'],https://images.gr-assets.com/books/1366322959m/10790516.jpg,,eng,,,2012,,,,,,1439136823,4.43
"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",['Mo Willems'],https://images.gr-assets.com/books/1327894604m/515905.jpg,,en-US,,,2007,,,,,,1423102991,4.28
"The Whole Truth (A. Shaw, #1)",['David Baldacci'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2008,,,,,,446195979,4.0
"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs","['Elissa Wall', 'Lisa Pulitzer']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2008,,,,,,61628018,3.89
Out of the Easy,['Ruta Sepetys'],https://images.gr-assets.com/books/1339784547m/11178225.jpg,,eng,,,2013,,,,,,039925692X,4.05
Batman: The Man Who Laughs,"['Ed Brubaker', 'Doug Mahnke', 'Patrick Zircher', 'Aaron Sowd', 'Steve Bird']",https://images.gr-assets.com/books/1486038991m/2182780.jpg,,eng,,,2005,,,,,,1401216226,4.09
"Midnight (Warriors: The New Prophecy, #1)",['Erin Hunter'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2005,,,,,,60744510,4.26
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,['Ben Horowitz'],https://images.gr-assets.com/books/1386609333m/18176747.jpg,,eng,,,2014,,,,,,62273205,4.2
"The Fallen Star (Fallen Star, #1)",['Jessica Sorensen'],https://images.gr-assets.com/books/1331385411m/11051889.jpg,,,,,2011,,,,,,1461052149,3.91
"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",['Stephen R. Donaldson'],https://images.gr-assets.com/books/1387037078m/228990.jpg,,,,,1977,,,,,,345348664,3.99
My Booky Wook,['Russell Brand'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,2007,,,,,,340936150,3.42
"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",['Nora Roberts'],https://images.gr-assets.com/books/1458263039m/18527947.jpg,,en-US,,,2014,,,,,,425259862,4.0
Just My Type: A Book About Fonts,['Simon Garfield'],https://images.gr-assets.com/books/1327886002m/10909804.jpg,,en-US,,,2010,,,,,,1592406521,3.79
"Promises in Death (In Death, #28)",['J.D. Robb'],https://images.gr-assets.com/books/1417318467m/3492020.jpg,,eng,,,2009,,,,,,399155481,4.4
Love Is a Dog from Hell,['Charles Bukowski'],https://images.gr-assets.com/books/1377260823m/23534.jpg,,eng,,,1977,,,,,,876853629,4.16
"The Fifth Season (The Broken Earth, #1)",['N.K. Jemisin'],https://images.gr-assets.com/books/1386803701m/19161852.jpg,,eng,,,2015,,,,,,316229296,4.31
The Zombie Room,['R.D. Ronald'],https://images.gr-assets.com/books/1348552492m/13568322.jpg,,eng,,,2012,,,,,,1846247195,3.61
The Analyst,['John Katzenbach'],https://images.gr-assets.com/books/1280112638m/67931.jpg,,eng,,,2002,,,,,,552150215,4.12
Shades of Grey,['Jasper Fforde'],https://images.gr-assets.com/books/1327563734m/2113260.jpg,,eng,,,2009,,,,,,670019631,4.14
"That Was Then, This Is Now",['S.E. Hinton'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1971,,,,,,140389660,3.89
"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)","['Trenton Lee Stewart', 'Del Roy']",https://images.gr-assets.com/books/1320473034m/6164358.jpg,,,,,2009,,,,,,307582396,4.28
The Family Fang,['Kevin    Wilson'],https://images.gr-assets.com/books/1444101399m/10149142.jpg,,en-US,,,2011,,,,,,61579033,3.6
The Pursuit of Happyness,['Chris Gardner'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,2006,,,,,,60744871,4.17
Min kamp 1 (Min kamp #1),['Karl Ove Knausgård'],https://images.gr-assets.com/books/1262695721m/7147831.jpg,,nor,,,2009,,,,,,,4.08
"A Red Herring Without Mustard (Flavia de Luce, #3)",['Alan Bradley'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2011,,,,,,385342322,4.07
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,['Doris Kearns Goodwin'],https://images.gr-assets.com/books/1423756471m/18728.jpg,,eng,,,1994,,,,,,684804484,4.2
Straight Man,['Richard Russo'],https://images.gr-assets.com/books/1430659357m/414298.jpg,,eng,,,1997,,,,,,375701907,4.02
The Moviegoer,['Walker Percy'],https://images.gr-assets.com/books/1437668043m/10739.jpg,,en-CA,,,1961,,,,,,375701966,3.7
The Cherry Orchard,"['Anton Chekhov', 'Tom    Murphy']",https://images.gr-assets.com/books/1464433142m/87346.jpg,,eng,,,1904,,,,,,413774031,3.68
"11 Birthdays (Willow Falls, #1)",['Wendy Mass'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,2009,,,,,,545052394,4.18
Unfinished Tales of Númenor and Middle-Earth,"['J.R.R. Tolkien', 'Christopher Tolkien']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1980,,,,,,026110215X,3.93
"Sisterhood Everlasting (Sisterhood, #5)",['Ann Brashares'],https://images.gr-assets.com/books/1327878529m/9461872.jpg,,eng,,,2011,,,,,,385521227,3.9
Infinity Welcomes Careful Drivers (Red Dwarf #1),['Grant Naylor'],https://images.gr-assets.com/books/1403947775m/349090.jpg,,eng,,,1989,,,,,,451452011,4.03
Coyote Blue,['Christopher Moore'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1994,,,,,,60735430,3.75
فوضى الحواس,"['أحلام مستغانمي', 'Ahlam Mosteghanemi']",https://images.gr-assets.com/books/1291848735m/2501455.jpg,,ara,,,1997,,,,,,,3.83
Orthodoxy,['G.K. Chesterton'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1908,,,,,,160096527X,4.23
Fancy Nancy,"[""Jane O'Connor"", 'Robin Preiss Glasser']",https://images.gr-assets.com/books/1376473636m/426625.jpg,,,,,2005,,,,,,60542098,4.15
The Heart of the Matter,['Graham Greene'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1948,,,,,,99478420,3.98
"The Long Haul (Diary of a Wimpy Kid, #9)",['Jeff Kinney'],https://images.gr-assets.com/books/1408500992m/21535019.jpg,,eng,,,2014,,,,,,141971189X,4.33
"Talking to Dragons (Enchanted Forest Chronicles, #4)","['Patricia C. Wrede', 'Peter de Sève']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1985,,,,,,152046917,4.19
Sail,"['James Patterson', 'Howard Roughan']",https://images.gr-assets.com/books/1344264435m/2029176.jpg,,eng,,,2008,,,,,,316018708,3.8
The Sleeper and the Spindle,"['Neil Gaiman', 'Chris Riddell']",https://images.gr-assets.com/books/1412343723m/23301545.jpg,,eng,,,2014,,,,,,1408859645,3.9
A Fall of Marigolds,['Susan Meissner'],https://images.gr-assets.com/books/1385964725m/18114142.jpg,,,,,2014,,,,,,045141991X,4.04
"Beauty's Punishment (Sleeping Beauty, #2)","['A.N. Roquelaure', 'Anne Rice']",https://images.gr-assets.com/books/1426861477m/18750.jpg,,en-US,,,1984,,,,,,452281431,3.62
"The Negotiator (O'Malley, #1)",['Dee Henderson'],https://images.gr-assets.com/books/1406508359m/285011.jpg,,eng,,,2000,,,,,,1414310560,4.32
Can Love Happen Twice?,['Ravinder Singh'],https://images.gr-assets.com/books/1321016822m/13041934.jpg,,eng,,,2011,,,,,,143417231,3.31
"A Lion Among Men (The Wicked Years, #3)","['Gregory Maguire', 'Douglas Smith']",https://images.gr-assets.com/books/1370992593m/3124249.jpg,,en-US,,,2008,,,,,,60548924,3.29
"Shadow of a Dark Queen (The Serpentwar Saga, #1)",['Raymond E. Feist'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1994,,,,,,380720868,4.02
This Boy's Life,['Tobias Wolff'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1989,,,,,,802136680,3.98
"Patient Zero (Joe Ledger, #1)",['Jonathan Maberry'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2009,,,,,,312382855,3.98
Death Comes for the Archbishop,['Willa Cather'],https://images.gr-assets.com/books/1436632846m/545951.jpg,,eng,,,1927,,,,,,679728899,3.88
"Fair Game (Alpha & Omega, #3)",['Patricia Briggs'],https://images.gr-assets.com/books/1327472384m/7942786.jpg,,en-US,,,2012,,,,,,1841497967,4.34
"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",['Rick Riordan'],https://images.gr-assets.com/books/1367948073m/17312201.jpg,,eng,,,2013,,,,,,1423194551,4.26
Tartuffe,"['Molière', 'Martin Sorrell']",https://images.gr-assets.com/books/1319501006m/52823.jpg,,eng,,,1664,,,,,,1854596373,3.66
Passion Unleashed (Demonica #3),['Larissa Ione'],https://images.gr-assets.com/books/1344267582m/4701550.jpg,,eng,,,2009,,,,,,446401056,4.32
"High School Debut, Vol. 01 (High School Debut, #1)",['Kazune Kawahara'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-GB,,,2004,,,,,,1421514818,4.11
في ديسمبر تنتهي كل الأحلام,['أثير عبدالله النشمي'],https://images.gr-assets.com/books/1304699101m/10400407.jpg,,ara,,,2011,,,,,,9953716889,3.33
Just for You (Little Critter),['Mercer Mayer'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1975,,,,,,030711838X,4.25
Amazonia,['James Rollins'],https://images.gr-assets.com/books/1440044334m/294047.jpg,,eng,,,2002,,,,,,60002492,4.11
Feeling Good: The New Mood Therapy,['David D. Burns'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,1980,,,,,,380810336,3.95
Blue Smoke,['Nora Roberts'],https://images.gr-assets.com/books/1309286007m/114184.jpg,,eng,,,2005,,,,,,515141399,3.97
"Predator (Kay Scarpetta, #14)",['Patricia Cornwell'],https://images.gr-assets.com/books/1310552145m/6528.jpg,,en-US,,,2005,,,,,,425210278,3.67
Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,['Melody Beattie'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,1986,,,,,,894864025,4.13
Oblomov,"['Ivan Goncharov', 'Stephen Pearl', 'Galya Diment']",https://images.gr-assets.com/books/1456384296m/254308.jpg,,eng,,,1859,,,,,,1933480092,4.0
"Inca Gold (Dirk Pitt, #12)",['Clive Cussler'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,eng,,,1994,,,,,,743426800,3.96
Delicious!,['Ruth Reichl'],https://images.gr-assets.com/books/1404478598m/18167006.jpg,,eng,,,2014,,,,,,1400069629,3.75
NurtureShock: New Thinking About Children,"['Po Bronson', 'Ashley Merryman']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2008,,,,,,446504122,4.04
"Wild Fire (John Corey, #4)",['Nelson DeMille'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006,,,,,,044657967X,3.99
Two Little Girls in Blue,['Mary Higgins Clark'],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,en-US,,,2006,,,,,,743497295,3.85
"Daughter of the Empire (The Empire Trilogy, #1)","['Raymond E. Feist', 'Janny Wurts']",https://images.gr-assets.com/books/1404668411m/589979.jpg,,eng,,,1987,,,,,,055327211X,4.24
